ProductID,SKU,Category_Name,Sub-Category,Product_Name,Brand,Product_Description,Gender,Color,Size,Selling_Price,Discount
PROD_00028,SKU-FAS-0028,Fashion,Jeans,Zara Jeans Deluxe,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Pink,XL,41191.2,20
PROD_00029,SKU-FAS-0029,Fashion,Jeans,Janasya Jeans Deluxe,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Red,XXL,60313.5,25
PROD_00030,SKU-FAS-0030,Fashion,Jeans,Levi’s Jeans Premium,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,White,S,52351.5,25
PROD_00031,SKU-FAS-0031,Fashion,Jeans,Janasya Jeans Premium,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Grey,XL,40060.5,15
PROD_00032,SKU-FAS-0032,Fashion,Jeans,Levi’s Jeans Advanced,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Maroon,L,22654.65,5
PROD_00033,SKU-FAS-0033,Fashion,Jeans,Janasya Jeans Pro,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Green,XL,19668.8,5
PROD_00034,SKU-FAS-0034,Fashion,Jeans,Zara Jeans Deluxe,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Black,S,65567.25,25
PROD_00035,SKU-FAS-0035,Fashion,Jeans,Janasya Jeans Premium,Janasya,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Beige,XL,62164.2,5
PROD_00036,SKU-FAS-0036,Fashion,Jeans,H&M Jeans Pro,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Grey,M,45737.25,25
PROD_00037,SKU-FAS-0037,Fashion,Jeans,Levi’s Jeans Pro,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,White,XXL,6330.8,15
PROD_00038,SKU-FAS-0038,Fashion,Jeans,BIBA Jeans Classic,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,White,XL,64794.65,15
PROD_00039,SKU-FAS-0039,Fashion,Jeans,BIBA Jeans Classic,BIBA,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Green,L,16060.8,20
PROD_00040,SKU-FAS-0040,Fashion,Jeans,BIBA Jeans Premium,BIBA,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Black,XL,65162.4,5
PROD_00041,SKU-FAS-0041,Fashion,Jeans,GoSriKi Jeans Pro,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Green,M,1134,10
PROD_00042,SKU-FAS-0042,Fashion,Jeans,H&M Jeans Advanced,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Pink,L,29772,10
PROD_00043,SKU-FAS-0043,Fashion,Jeans,BIBA Jeans Pro,BIBA,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Green,L,77655.85,5
PROD_00044,SKU-FAS-0044,Fashion,Jeans,BIBA Jeans Classic,BIBA,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Beige,L,55539,25
PROD_00045,SKU-FAS-0045,Fashion,Jeans,Zara Jeans Deluxe,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Green,L,32450.4,20
PROD_00046,SKU-FAS-0046,Fashion,Jeans,Levi’s Jeans Premium,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Maroon,M,53717.3,30
PROD_00047,SKU-FAS-0047,Fashion,Jeans,BIBA Jeans Classic,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Navy,L,64422.35,15
PROD_00048,SKU-FAS-0048,Fashion,Jeans,Janasya Jeans Classic,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,White,XXL,21408,20
PROD_00049,SKU-FAS-0049,Fashion,Jeans,Levi’s Jeans Deluxe,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Black,M,77363.6,15
PROD_00050,SKU-FAS-0050,Fashion,Jeans,GoSriKi Jeans Premium,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Pink,L,3920.4,10
PROD_00051,SKU-FAS-0051,Fashion,Jeans,Levi’s Jeans Deluxe,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Green,S,50313,25
PROD_00052,SKU-FAS-0052,Fashion,Jeans,GoSriKi Jeans Pro,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Navy,M,45839.5,30
PROD_00053,SKU-FAS-0053,Fashion,Jeans,GoSriKi Jeans Advanced,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Black,XXL,46462.7,15
PROD_00054,SKU-FAS-0054,Fashion,Jeans,BIBA Jeans Deluxe,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Grey,XL,3309.9,15
PROD_00055,SKU-FAS-0055,Fashion,Jeans,BIBA Jeans Pro,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Green,XL,19292.6,5
PROD_00056,SKU-FAS-0056,Fashion,Jeans,Levi’s Jeans Premium,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Red,XXL,12709.2,15
PROD_00057,SKU-FAS-0057,Fashion,Jeans,H&M Jeans Premium,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Grey,L,8817.75,25
PROD_00058,SKU-FAS-0058,Fashion,Jeans,BIBA Jeans Advanced,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,White,M,32122.35,5
PROD_00059,SKU-FAS-0059,Fashion,Jeans,GoSriKi Jeans Advanced,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Green,L,83441.7,10
PROD_00060,SKU-FAS-0060,Fashion,Jeans,GoSriKi Jeans Classic,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Maroon,XL,59180,20
PROD_00061,SKU-FAS-0061,Fashion,Kids Wear,GoSriKi Kids Wear Pro,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Navy,L,35977.5,25
PROD_00062,SKU-FAS-0062,Fashion,Kids Wear,H&M Kids Wear Premium,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Pink,XL,91040.4,5
PROD_00063,SKU-FAS-0063,Fashion,Kids Wear,Janasya Kids Wear Pro,Janasya,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Black,S,24998.4,30
PROD_00064,SKU-FAS-0064,Fashion,Kids Wear,Zara Kids Wear Deluxe,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Beige,M,65546.1,10
PROD_00065,SKU-FAS-0065,Fashion,Kids Wear,GoSriKi Kids Wear Deluxe,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Maroon,L,77990.4,10
PROD_00066,SKU-FAS-0066,Fashion,Kids Wear,Zara Kids Wear Advanced,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Grey,M,66808,20
PROD_00067,SKU-FAS-0067,Fashion,Kids Wear,Levi’s Kids Wear Pro,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Red,L,44202.4,20
PROD_00068,SKU-FAS-0068,Fashion,Kids Wear,Levi’s Kids Wear Deluxe,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Navy,XXL,51224.6,30
PROD_00069,SKU-FAS-0069,Fashion,Kids Wear,Zara Kids Wear Pro,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Grey,M,34915.5,25
PROD_00070,SKU-FAS-0070,Fashion,Kids Wear,Janasya Kids Wear Advanced,Janasya,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Red,XL,26689.5,25
PROD_00071,SKU-FAS-0071,Fashion,Kids Wear,Janasya Kids Wear Premium,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Green,XXL,61084.05,5
PROD_00072,SKU-FAS-0072,Fashion,Kids Wear,GoSriKi Kids Wear Classic,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Green,M,64848.75,25
PROD_00073,SKU-FAS-0073,Fashion,Kids Wear,Levi’s Kids Wear Advanced,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Maroon,S,67203.55,15
PROD_00074,SKU-FAS-0074,Fashion,Kids Wear,GoSriKi Kids Wear Premium,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Grey,XL,43776.75,25
PROD_00075,SKU-FAS-0075,Fashion,Kids Wear,H&M Kids Wear Classic,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Maroon,XL,31002.9,15
PROD_00076,SKU-FAS-0076,Fashion,Kids Wear,H&M Kids Wear Classic,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Grey,XXL,9943.3,15
PROD_00077,SKU-FAS-0077,Fashion,Kids Wear,Zara Kids Wear Deluxe,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Maroon,XXL,8252.25,25
PROD_00078,SKU-FAS-0078,Fashion,Kids Wear,Zara Kids Wear Pro,Zara,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Beige,XL,5632.1,15
PROD_00079,SKU-FAS-0079,Fashion,Kids Wear,Levi’s Kids Wear Pro,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Maroon,L,61217.85,15
PROD_00080,SKU-FAS-0080,Fashion,Kids Wear,Zara Kids Wear Premium,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Grey,M,67291.2,20
PROD_00081,SKU-FAS-0081,Fashion,Kids Wear,GoSriKi Kids Wear Deluxe,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Black,XL,65224.6,30
PROD_00082,SKU-FAS-0082,Fashion,Kids Wear,Levi’s Kids Wear Classic,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Pink,L,53399.5,5
PROD_00083,SKU-FAS-0083,Fashion,Kids Wear,Zara Kids Wear Pro,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Navy,XXL,16764.8,20
PROD_00084,SKU-FAS-0084,Fashion,Kids Wear,Janasya Kids Wear Deluxe,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Beige,S,70802.4,20
PROD_00085,SKU-FAS-0085,Fashion,Kids Wear,Janasya Kids Wear Deluxe,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Red,M,49836.35,15
PROD_00086,SKU-FAS-0086,Fashion,Kids Wear,H&M Kids Wear Premium,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Green,XXL,49139.3,30
PROD_00087,SKU-FAS-0087,Fashion,Kids Wear,H&M Kids Wear Classic,H&M,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Blue,M,17705.5,25
PROD_00088,SKU-FAS-0088,Fashion,Kids Wear,H&M Kids Wear Advanced,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Blue,L,5553.6,20
PROD_00089,SKU-FAS-0089,Fashion,Kids Wear,GoSriKi Kids Wear Classic,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,White,L,54436.5,25
PROD_00090,SKU-FAS-0090,Fashion,Kids Wear,Levi’s Kids Wear Premium,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Navy,S,90121.75,5
PROD_00091,SKU-FAS-0091,Fashion,Kids Wear,GoSriKi Kids Wear Classic,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Blue,XXL,13772.55,15
PROD_00092,SKU-FAS-0092,Fashion,Kids Wear,Levi’s Kids Wear Pro,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Beige,L,35297.95,15
PROD_00093,SKU-FAS-0093,Fashion,Kids Wear,Zara Kids Wear Classic,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,White,XXL,51516.9,10
PROD_00094,SKU-FAS-0094,Fashion,Kids Wear,Zara Kids Wear Pro,Zara,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Grey,XXL,38950.4,15
PROD_00095,SKU-FAS-0095,Fashion,Kids Wear,GoSriKi Kids Wear Deluxe,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Unisex,Green,M,62025.75,25
PROD_00096,SKU-FAS-0096,Fashion,Kids Wear,Janasya Kids Wear Premium,Janasya,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Women,Pink,L,15172.5,30
PROD_00097,SKU-FAS-0097,Fashion,Kids Wear,BIBA Kids Wear Premium,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Blue,S,29438.05,15
PROD_00098,SKU-FAS-0098,Fashion,Kids Wear,Zara Kids Wear Advanced,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Red,XL,31229.1,30
PROD_00099,SKU-FAS-0099,Fashion,Kids Wear,H&M Kids Wear Deluxe,H&M,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Maroon,L,1944,10
PROD_00100,SKU-FAS-0100,Fashion,Kids Wear,Levi’s Kids Wear Deluxe,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Green,XXL,43694,30
PROD_00101,SKU-FAS-0101,Fashion,Kids Wear,Levi’s Kids Wear Premium,Levi’s,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Maroon,XL,33101.6,20
PROD_00102,SKU-FAS-0102,Fashion,Kids Wear,Janasya Kids Wear Classic,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Navy,XL,27880,20
PROD_00103,SKU-FAS-0103,Fashion,Kids Wear,Janasya Kids Wear Deluxe,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Navy,XXL,65952,25
PROD_00104,SKU-FAS-0104,Fashion,Kids Wear,Janasya Kids Wear Premium,Janasya,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Men,Maroon,M,4224.5,30
PROD_00105,SKU-FAS-0105,Fashion,Kids Wear,Levi’s Kids Wear Deluxe,Levi’s,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Grey,S,46207.7,30
PROD_00106,SKU-FAS-0106,Fashion,Kids Wear,BIBA Kids Wear Pro,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Women,Beige,M,18126.5,30
PROD_00107,SKU-FAS-0107,Fashion,Kids Wear,GoSriKi Kids Wear Premium,GoSriKi,"Made with high-quality materials and designed to provide a modern fit. Ideal for both daily wear and special occasions, offering durability and elegance.",Men,Pink,M,84032.7,15
PROD_00108,SKU-FAS-0108,Fashion,Kids Wear,GoSriKi Kids Wear Deluxe,GoSriKi,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Maroon,L,46449.9,30
PROD_00109,SKU-FAS-0109,Fashion,Kids Wear,Levi’s Kids Wear Pro,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Grey,M,32669.7,30
PROD_00110,SKU-FAS-0110,Fashion,Kids Wear,Zara Kids Wear Pro,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Blue,L,26589,25
PROD_00111,SKU-FAS-0111,Fashion,Sarees,Janasya Sarees Deluxe,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Green,M,48333.6,20
PROD_00112,SKU-FAS-0112,Fashion,Sarees,Levi’s Sarees Advanced,Levi’s,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Grey,M,476.7,30
PROD_00113,SKU-FAS-0113,Fashion,Sarees,H&M Sarees Premium,H&M,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Unisex,Black,XXL,70667.3,15
PROD_00114,SKU-FAS-0114,Fashion,Sarees,Janasya Sarees Classic,Janasya,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,Black,XXL,83702.9,15
PROD_00115,SKU-FAS-0115,Fashion,Sarees,Zara Sarees Premium,Zara,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Navy,L,89557.2,10
PROD_00116,SKU-FAS-0116,Fashion,Sarees,H&M Sarees Classic,H&M,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Grey,XL,35040.4,15
PROD_00117,SKU-FAS-0117,Fashion,Sarees,BIBA Sarees Deluxe,BIBA,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Men,White,XXL,2028.6,10
PROD_00118,SKU-FAS-0118,Fashion,Sarees,Zara Sarees Classic,Zara,"Combines comfort and contemporary style with excellent finish. Suitable for Indian climates and trends, perfect for fashion-conscious individuals.",Women,Grey,S,52465.5,10
PROD_00119,SKU-FAS-0119,Fashion,Sarees,BIBA Sarees Classic,BIBA,"This product showcases premium craftsmanship with attention to detail. Comfortable, breathable, and stylish, it fits perfectly for various occasions, from casual outings to festive events.",Unisex,Beige,S,10321.55,15
